"Family","Requirement_ID","Final_Disposition","Validation_Status","Surface","Runtime","Trigger","Evidence"
"OA","OA-128","validated","passed","Voyage Chart","gsap","MAP_ROUTE_REVEALED supplies an explicit event ID and route key.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-129","validated","passed","Voyage Chart","gsap","Authoritative route progress supplies route ID, start, end, and normalized progress.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-130","validated","passed","Voyage Chart","gsap;motion","A region label first becomes authoritatively disclosed for a keyed location or region.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-131","validated","passed","Voyage Chart","css;motion","Pointer hover or keyboard focus targets a keyed revealed location.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-132","validated","passed","Voyage Chart","motion","Reset chart control activates.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-133","validated","passed","Voyage Chart","gsap;motion","MAP_LOCATION_REVEALED supplies an explicit location key after marker settlement.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-134","validated","passed","Voyage Chart","css;gsap;motion","Pointer, keyboard, or an accessible route-list control selects an explicit route key.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-135","validated","passed","Voyage Chart","css","MAP_ROUTE_REVEALED or route selection resolves under reduced motion.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-136","validated","validated","Voyage Chart","css;gsap","Authoritative ship progress changes and the ship reaches its settled position.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-137","validated","passed","Treasure Altar","gsap;motion","Treasure Altar becomes the committed visible section.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-138","validated","passed","Treasure Altar","css;gsap;motion","An authoritative artifact-state update changes a keyed mount from dormant to available or anticipated.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-139","validated","passed","Treasure Altar","css;gsap;motion","ARTIFACT_SILHOUETTE_REVEALED supplies explicit artifact and event IDs.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-140","validated","passed","Treasure Altar","gsap;motion","ARTIFACT_AWARDED supplies an explicit artifact ID after global award handoff.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-141","validated","validated","Treasure Altar","gsap","A keyed artifact award reaches its settled visible semantic stage.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-142","validated","passed","Treasure Altar","gsap;motion","ARTIFACT_AWARDED runs after keyed overlay source and authoritative Altar destination are available.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-143","validated","passed","Treasure Altar","gsap","ARTIFACT_CONNECTED supplies event ID, connection ID, and both endpoint artifact keys.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-144","validated","validated","Treasure Altar","motion","Pointer hover or keyboard focus targets an inspectable awarded artifact.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-145","validated","passed","Treasure Altar","gsap;motion","A keyed artifact trigger opens the dialog and commits focus.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-146","validated","passed","Treasure Altar","gsap;motion","The inspection dialog commits, focus reaches the close control, and current awarded detail is available.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-147","validated","passed","Treasure Altar","motion","Close, Escape, or backdrop dismissal identifies the original keyed trigger.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-148","validated","passed","Treasure Altar","gsap;motion","An authoritative artifact assembly reaches completed or newly aligned state.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-149","validated","validated","Treasure Altar","css;motion","Artifact focus or hover or an authoritative slot-state change uses one declared final trigger policy.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-150","validated","passed","Treasure Altar","css;motion","The first successful inspection or read commit completes for the keyed artifact.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-151","validated","validated","Side Quest Ledger","st_page_flip","Side-Quest Ledger is opened from its settled closed-cover state","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-152","validated","validated","Side Quest Ledger","motion","A Side-Quest Ledger filter tab is activated","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-153","validated","passed","Side Quest Ledger","gsap;motion","An authoritative SIDE_QUEST_DISCOVERED event identifies a rumor note and destination quest","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-154","validated","passed","Side Quest Ledger","css;gsap","The authoritative discovered rumor note reaches its ledger destination","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-155","validated","passed","Side Quest Ledger","gsap","An authoritative quest discovery identifies the newly connected rumor note","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-156","validated","passed","Side Quest Ledger","css;gsap","An authoritative SIDE_QUEST_UPDATED event marks one objective complete","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-157","validated","passed","Side Quest Ledger","css;motion","An authoritative quest snapshot or event enters PARTIALLY_COMPLETE","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-158","validated","passed","Side Quest Ledger","gsap;motion","An authoritative SIDE_QUEST_COMPLETED event identifies the completed quest","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-159","validated","passed","Side Quest Ledger","css;motion","An authoritative completed quest exposes an earned optional reward","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-160","validated","passed","Side Quest Ledger","motion","A quest changes to COMPLETE while its ledger grouping is visible","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-161","validated","validated","Side Quest Ledger","st_page_flip","The Side-Quest Ledger filter changes its page dataset","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-162","validated","validated","Side Quest Ledger","st_page_flip","The Side-Quest Ledger filter changes while a compatible PageFlip runtime is mounted","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-163","validated","passed","Ship’s Log","gsap;motion","An authoritative PLAYER_LOG_ENTRY_ADDED event identifies the new entry","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-164","validated","passed","Ship’s Log","css;gsap","A new authoritative log entry creates or joins its dated group","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-165","validated","passed","Ship’s Log","gsap;motion","An authoritative new log entry includes a semantic symbol","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-166","validated","passed","Ship’s Log","motion","An authoritative log entry creates a date group not present in the current view","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-167","validated","validated","Ship’s Log","gsap;motion","A Ship's Log filter changes while entry-scene work may be active","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-168","validated","passed","Ship’s Log","css;motion","An authoritative unseen entry becomes seen through the defined product action","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-169","validated","passed","Ship’s Log","css;motion","A log entry exposes a valid route-back destination","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-170","validated","passed","Ship’s Log","motion","A synchronized authoritative event is identified as having occurred during an offline interval","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-171","validated","passed","Ship’s Log","css;gsap","An authoritative JOURNAL_ANNOTATION_ADDED event identifies Captain-authored annotation text","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-172","validated","passed","Ship’s Log","css","An authoritative log entry includes a recognized importance level","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-173","validated","validated","Ship’s Log","css;motion","An authoritative snapshot or log event changes the voyage moon-phase value","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-174","validated","validated","Ship’s Log","st_page_flip","Authoritative log history exceeds the designed paginated capacity and the user requests another page","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-175","validated","validated","Finale","rive","Finale Chamber mounts or an authoritative finale snapshot changes mechanism state.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-176","validated","passed","Finale","rive","Finale Chamber is visible while authoritative finale state is dormant or sealed.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-177","validated","passed","Finale","gsap;rive","Authoritative FINALE_TEASED event or explicit presentation-only replay.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-178","validated","validated","Finale","rive","Tease, requirement progress, ready, and unlock state inputs that change ring alignment.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-179","validated","passed","Finale","gsap;rive","Authoritative FINALE_REQUIREMENT_UPDATED event with a stable requirement ID.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-180","validated","passed","Finale","gsap;rive","Successful requirement-update presentation after the authoritative event and permanent socket target are both available.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-181","validated","passed","Finale","motion;rive","Authoritative finale snapshot changes from incomplete to ready.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-182","validated","passed","Finale","gsap;rive","Successful authorized finale unlock operation with persisted result identity.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-183","validated","validated","Finale","rive","Authorized unlock ceremony reaches its seal-release label after server success.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-184","validated","passed","Finale","gsap;rive","Successful unlock ceremony reaches the chamber-reveal label.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-185","validated","passed","Finale","gsap;rive","Successful unlock ceremony reaches its completion label and authoritative finale state confirms complete.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-186","validated","passed","Finale","gsap;rive","User requests replay of a persisted finale event from event history.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-187","validated","passed","Finale","css","Any finale state input while the resolved motion mode is reduced.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"OA","OA-188","rejected-approved","rejected-approved","Finale","rive;web_audio","Finale mechanism is visible and optional approved finale audio is actively playing.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"OA","OA-189","validated","passed","Captain Library","motion","Captain activates a different Library tab.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-190","validated","passed","Captain Library","motion","Resolved Captain Library payload or authoritative grouping/filter change.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-191","validated","passed","Captain Library","css","Authoritative Captain Library item enters Needs Attention state and remains visible.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-192","validated","passed","Captain Library","css;motion","Polling or operation response changes a voyage readiness dependency or launch permission.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-193","validated","passed","Captain Library","gsap;motion","Successful authoritative voyage launch response before navigation or waiting-room handoff.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-194","validated","passed","Captain Library","motion","Successful invitation mutation or polling response changes invitation status.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-195","validated","passed","Captain Library","motion","Successful replacement invitation response provides the new safe display state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-196","validated","passed","Captain Library","motion","Successful authoritative invitation revocation.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-197","validated","passed","Captain Library","motion","Polling or publish response introduces a newer authoritative published Tale version.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-198","validated","passed","Captain Library","motion","Captain invokes New Voyage for a selected published Tale.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-199","validated","passed","Captain Library","motion","Valid Next or Back action changes the authoritative wizard step.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-200","validated","passed","Captain Library","motion","Wizard step index changes after valid navigation.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-201","validated","passed","Captain Library","motion","Captain adds or removes a player or crew row in the wizard.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-202","validated","passed","Captain Library","motion","Wizard enters Review after all prerequisite steps validate.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-203","validated","passed","Captain Library","motion","Successful invitation or voyage creation returns approved QR display data.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-204","validated","passed","Captain Library","css","Approved Copy action succeeds for the current invitation result.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-205","validated","passed","Captain Library","motion","Authoritative scheduling operation or polling payload changes a voyage schedule state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-206","validated","passed","Captain Library","motion","Captain Library polling payload differs from the currently rendered authoritative version.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-207","validated","passed","Quartermaster live control","gsap;motion","Confirmed command selection after authoritative preflight and before operation dispatch.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-208","validated","passed","Quartermaster live control","gsap;motion","After confirmation and before mutation or cinematic start.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-209","validated","passed","Quartermaster live control","gsap;motion","When an authoritative command request starts and remains unresolved.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-210","validated","passed","Quartermaster live control","gsap;motion","Authoritative command rejection, timeout, or presentation failure.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-211","validated","passed","Quartermaster live control","gsap;motion","Successful persisted command response followed by authoritative status refresh.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-212","validated","passed","Quartermaster live control","motion","When refresh introduces a previously unseen persisted event ID and sequence.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-213","validated","passed","Quartermaster live control","css;motion","When authoritative campaign.sequence changes.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"OA","OA-214","validated","passed","Quartermaster live control","css;motion","When authoritative playerConnected changes.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
