"control_id","label","screen","route","role_or_capability","visibility_condition","enabled_condition","action_type","authoritative_endpoint_or_server_action","pending_feedback","success_feedback","failure_feedback","navigation_result","focus_result","keyboard_operation","mobile_operation","current_status","reproduction_steps","evidence_id","target_phase","phase6_status","phase7_correction_round1_status","phase7_correction_round1_evidence","phase7_owner_correction_round2_status","phase7_owner_correction_round2_evidence"
"HP-CTL-035","Account","screen-page-root","/","ALL","shell context safe","enabled when rendered","DISCLOSURE","ProductShell account disclosure","not applicable","destination or disclosure state","explicit associated or unavailable state","ProductShell account disclosure","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-A in the isolated Phase 2 browser project.","HP-P2-EV-A-gateway-anonymous-desktop","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-036","Create Account","screen-page-root","/","ANONYMOUS","anonymous account menu","enabled when rendered","NAVIGATION","/register","not applicable","destination or disclosure state","explicit associated or unavailable state","/register","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-A in the isolated Phase 2 browser project.","HP-P2-EV-E-account-menu-anonymous","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-037","Sign In","screen-page-root","/","ANONYMOUS","anonymous account menu","enabled when rendered","NAVIGATION","safe /sign-in return","not applicable","destination or disclosure state","explicit associated or unavailable state","safe /sign-in return","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-A in the isolated Phase 2 browser project.","HP-P2-EV-E-account-menu-anonymous","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-038","Explore Chronicles","screen-page-root","/","ALL","global shell","enabled when rendered","NAVIGATION","/tales","not applicable","destination or disclosure state","explicit associated or unavailable state","/tales","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-D in the isolated Phase 2 browser project.","HP-P2-EV-G-global-nav-public","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-039","Community Harbor","screen-page-root","/","ALL","global shell","enabled when rendered","NAVIGATION","/community","not applicable","destination or disclosure state","explicit associated or unavailable state","/community","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-C in the isolated Phase 2 browser project.","HP-P2-EV-K-community-shell","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-040","Open navigation","screen-page-root","/","ALL","responsive drawer breakpoint","enabled when rendered","DISCLOSURE","ProductShell mobile drawer","not applicable","destination or disclosure state","explicit associated or unavailable state","ProductShell mobile drawer","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-J in the isolated Phase 2 browser project.","HP-P2-EV-L-mobile-drawer","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-041","View My Profile","screen-page-root","/","AUTHENTICATED","identity group","enabled when rendered","NAVIGATION","public profile or /passport#profile","not applicable","destination or disclosure state","explicit associated or unavailable state","public profile or /passport#profile","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-I in the isolated Phase 2 browser project.","HP-P2-EV-F-account-menu-authenticated","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-042","Chronicle Passport","screen-page-root","/","AUTHENTICATED","Personal Harbor group","enabled when rendered","NAVIGATION","/passport","not applicable","destination or disclosure state","explicit associated or unavailable state","/passport","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-I in the isolated Phase 2 browser project.","HP-P2-EV-F-account-menu-authenticated","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-043","Security & Sessions","screen-page-root","/","AUTHENTICATED","Personal Harbor group","enabled when rendered","NAVIGATION","/account/security","not applicable","destination or disclosure state","explicit associated or unavailable state","/account/security","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-E in the isolated Phase 2 browser project.","HP-P2-EV-H-player-navigation","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-044","Player workspace","screen-page-root","/","PLAYER","granted workspace","enabled when rendered","NAVIGATION","/player/library","not applicable","destination or disclosure state","explicit associated or unavailable state","/player/library","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-H in the isolated Phase 2 browser project.","HP-P2-EV-M-workspace-switcher","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-045","Captain workspace","screen-page-root","/","CAPTAIN","granted workspace","enabled when rendered","NAVIGATION","/captain/library","not applicable","destination or disclosure state","explicit associated or unavailable state","/captain/library","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-H in the isolated Phase 2 browser project.","HP-P2-EV-M-workspace-switcher","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-046","Creator Studio workspace","screen-page-root","/","CREATOR","granted workspace","enabled when rendered","NAVIGATION","/studio/library","not applicable","destination or disclosure state","explicit associated or unavailable state","/studio/library","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-H in the isolated Phase 2 browser project.","HP-P2-EV-M-workspace-switcher","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-047","Sign Out","screen-page-root","/","AUTHENTICATED","account actions group","enabled when rendered","AUTH_MUTATION","/api/auth/sign-out","bounded pending state","destination or disclosure state","explicit associated or unavailable state","/api/auth/sign-out","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-K in the isolated Phase 2 browser project.","HP-P2-EV-D-gateway-authenticated-mobile","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-CTL-048","Exit to Captain Voyages","screen-page-captain-sessions-sessionid","/captain/sessions/[sessionId]","CAPTAIN","compact context","enabled when rendered","NAVIGATION","/captain/library","not applicable","destination or disclosure state","explicit associated or unavailable state","/captain/library","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-O in the isolated Phase 2 browser project.","HP-P2-EV-N-compact-exit","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-049","Exit to My Voyages","screen-page-player-playthroughs-playthroughid-journal","/player/playthroughs/[playthroughId]/journal","PLAYER","immersive context","enabled when rendered","NAVIGATION","/player/library","not applicable","destination or disclosure state","explicit associated or unavailable state","/player/library","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-P in the isolated Phase 2 browser project.","HP-P2-EV-O-immersive-exit","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-CTL-050","Retry account check","screen-state-dependency-unavailable","/","DEPENDENCY_UNAVAILABLE","account context unavailable","enabled when rendered","CONTEXT_REFRESH","/api/auth/context","bounded pending state","destination or disclosure state","explicit associated or unavailable state","/api/auth/context","destination heading or restored trigger","Tab, Enter, Escape where applicable","tap with equivalent functional destination","VALIDATED","Run HP-P2-JRN-R in the isolated Phase 2 browser project.","HP-P2-EV-P-context-unavailable","PHASE_2","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-P5-CTL-001","All workspaces","screen-page-root","/","AUTHENTICATED","account workspace group","enabled when rendered","NAVIGATION","/account/roles","route transition","destination context","governed route error","/account/roles","destination heading","Tab and Enter","tap","PARTIAL","Run the matching Phase 5 natural-path journey from the gateway.","","PHASE_5","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AA-REDUCED-MOTION;HP-OWCR1-EV-T-ACCOUNT-MENU-MOTION;HP-OWCR1-EV-Y-HOME-FIRST-PAINT;HP-OWCR1-EV-Z-HOME-AMBIENT-MOTION","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-A-ROLE-CARDS-FIRST-PAINT;HP-OWCR2-EV-AB-REDUCED-MOTION;HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION;HP-OWCR2-EV-B-ROLE-CARDS-HOVER;HP-OWCR2-EV-C-ACCOUNT-MENU-OPENING;HP-OWCR2-EV-D-LANTERN-NEUTRAL;HP-OWCR2-EV-E-LANTERN-LEFT;HP-OWCR2-EV-F-LANTERN-RIGHT;HP-OWCR2-EV-G-STAR-TWINKLE;HP-OWCR2-EV-H-FOG-DRIFT;HP-OWCR2-EV-I-DARK-WHAT-IS-A-CHRONICLE;HP-OWCR2-EV-J-LIGHT-GATEWAY"
"HP-P5-CTL-002","Your Voyage Log drafts","screen-page-community-voyage-logs","/community/voyage-logs","PLAYER","authenticated Voyage Log district","enabled when rendered","NAVIGATION","/community/voyage-logs/owner","route transition","destination context","governed route error","/community/voyage-logs/owner","destination heading","Tab and Enter","tap","PARTIAL","Run the matching Phase 5 natural-path journey from the gateway.","","PHASE_5","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-P5-CTL-003","Publication consent","screen-page-community-voyage-logs","/community/voyage-logs","PLAYER","authenticated Voyage Log district","enabled when rendered","NAVIGATION","/community/voyage-logs/consent","route transition","destination context","governed route error","/community/voyage-logs/consent","destination heading","Tab and Enter","tap","PARTIAL","Run the matching Phase 5 natural-path journey from the gateway.","","PHASE_5","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","NOT_APPLICABLE","","NOT_APPLICABLE",""
"HP-P5-CTL-004","View this browser's Voyage History","screen-page-play-taleslug","/play/[taleSlug]","ALL","Chronicle detail","enabled when rendered","NAVIGATION","/play/[taleSlug]/history","route transition","destination context","governed route error","/play/[taleSlug]/history","destination heading","Tab and Enter","tap","PARTIAL","Run the matching Phase 5 natural-path journey from the gateway.","","PHASE_5","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-B-SIGNED-IN-NAME;HP-OWCR1-EV-C-CHRONICLE-ALIAS-EDIT","NOT_APPLICABLE",""
"HP-P5-CTL-005","Explore Chronicles","screen-page-profile-handle","/profile/[handle]","ALL","public Profile recovery","enabled when rendered","NAVIGATION","/tales","route transition","destination context","governed route error","/tales","destination heading","Tab and Enter","tap","PARTIAL","Run the matching Phase 5 natural-path journey from the gateway.","","PHASE_5","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-F-PUBLIC-PROFILE-DESTINATION","NOT_APPLICABLE",""
"HP-CTL-051","Overview","screen-page-account","/account","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-A-profile-overview-desktop","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-AD-MOBILE-PERSONAL-HARBOR;HP-OWCR1-EV-AE-CORRECTION-FULL-REGRESSION;HP-OWCR1-EV-N-PERSONAL-HARBOR-NAV;HP-OWCR1-EV-O-SIGN-OUT-ENTRY","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-L-LIGHT-PERSONAL-HARBOR;HP-OWCR2-EV-X-PERSONAL-HARBOR-CONTRAST"
"HP-CTL-052","Public Profile","screen-page-account-profile","/account/profile","AUTHENTICATED","canonical account session and section policy","enabled when rendered","NAVIGATION","/account/profile","not applicable","destination heading and current section state","explicit unavailable or authentication state","/account/profile","destination content context","Tab and Enter; Escape for mobile disclosure or dialogs","same destination through section sheet","VALIDATED","Run governed section-specific Homeport Phase 3 journey.","HP-P3-EV-C-profile-editor","PHASE_3","REVALIDATED_BY_COMPLETE_SURFACE_SYSTEM","REVALIDATED_BY_OWNER_CORRECTION_ROUND1","HP-OWCR1-EV-P-PUBLIC-PROFILE-EDITOR","REVALIDATED_BY_OWNER_CORRECTION_ROUND2","HP-OWCR2-EV-AA-MOBILE-PROFILE-SETUP"
