"evidence_id","screen_id","route","product_area","state","criticality","fixture","account_state","viewport_family","viewport","zoom","motion_mode","source_sha","browser_version","capture_path","checksum","visual_review_classification","defects_found","correction_commit","final_status"
"HP-P6-EV-041-passport-artifacts-standard-desktop","screen-page-passport-artifacts","/passport/artifacts","Chronicle Passport","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-041-passport-artifacts-standard-desktop.png","bc401d6705089e21d0a637e51090ccb1675a9eac6ba51694018f16dbd1cd9008","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-042-passport-artifacts-modern-mobile","screen-page-passport-artifacts","/passport/artifacts","Chronicle Passport","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-042-passport-artifacts-modern-mobile.png","b87c15c77a70caab36a8ed59e282262a43e37af0e42100b9e081dbd1b80a5557","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-043-passport-artifacts-artifact-d--standard-desktop","screen-page-passport-artifacts-artifactId","/passport/artifacts/[artifactId]","Chronicle Passport","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-043-passport-artifacts-artifact-d--standard-desktop.png","bcbd28bf40dd5bac14af3450c66a38d0d0f3fa06a95c6c92c9baf0521af3c320","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-044-passport-artifacts-artifact-d--modern-mobile","screen-page-passport-artifacts-artifactId","/passport/artifacts/[artifactId]","Chronicle Passport","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-044-passport-artifacts-artifact-d--modern-mobile.png","2f5af46e667e803a5acb41a135196bebe28dd773a19254e58c60c449e1e31885","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-045-community-chronicles-standard-desktop","screen-page-community-chronicles","/community/chronicles","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-045-community-chronicles-standard-desktop.png","e38d7d7ffc4f323486d9c331474c1d2e470dfef592436f0ae61547437b5d8216","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-046-community-chronicles-modern-mobile","screen-page-community-chronicles","/community/chronicles","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-046-community-chronicles-modern-mobile.png","0385165c20204bac7b31775aace90f586dd2a7dc0cf5b8486d168d1d00ae6ad9","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-047-community-slug-standard-desktop","screen-page-community-slug","/community/[slug]","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-047-community-slug-standard-desktop.png","6b7da7672450d446f7187ad1ccb4ca858f3e7637b563fa3cc5d0155369cdb87a","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-048-community-slug-modern-mobile","screen-page-community-slug","/community/[slug]","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-048-community-slug-modern-mobile.png","e5afff627765ea39b4864eb3763e1421eac4a83b89a75e59a2e9c3c8dc79458d","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-049-community-collections-slug-standard-desktop","screen-page-community-collections-slug","/community/collections/[slug]","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-049-community-collections-slug-standard-desktop.png","4590ee70697bce08c89a8491b68326100ed004e968a793ea272c2cb6aabd1f41","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-050-community-collections-slug-modern-mobile","screen-page-community-collections-slug","/community/collections/[slug]","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-050-community-collections-slug-modern-mobile.png","245a7c790bd2e44765c51b64537cccb732d8fb7588f948a132d68decfee738fc","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-051-community-moderation-standard-desktop","screen-page-community-moderation","/community/moderation","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_MODERATOR","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-051-community-moderation-standard-desktop.png","be061a7134a4e347ef4169a21e000f083dd77bad3c4ee6abe628effd0322e723","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-052-community-moderation-modern-mobile","screen-page-community-moderation","/community/moderation","Community Harbor","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_MODERATOR","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-052-community-moderation-modern-mobile.png","724568a2c3d364afd472cc3401287cd0491ac429cd447cb556be4fce497f1bf5","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-053-player-playthroughs-playthroughid-journal-standard-desktop","screen-page-player-playthroughs-playthroughid-journal","/player/playthroughs/[playthroughId]/journal","Player","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-053-player-playthroughs-playthroughid-journal-standard-desktop.png","3a82df1c90d0e263d86a51d18dbb2b06d4d86aa39477e04be880fea9080d41e7","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-054-player-playthroughs-playthroughid-journal-modern-mobile","screen-page-player-playthroughs-playthroughid-journal","/player/playthroughs/[playthroughId]/journal","Player","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-054-player-playthroughs-playthroughid-journal-modern-mobile.png","03493df3063d7b81cb6923d8bb4787f68d2e513d7b438898895b59820fa59f31","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-055-player-invitation-standard-desktop","screen-page-player-invitation","/player/invitation","Player","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-055-player-invitation-standard-desktop.png","29a90c7f20a6a03c8564bddbe1c88e4d745d3fad4617ce49f51797eaa13388bd","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-056-player-invitation-modern-mobile","screen-page-player-invitation","/player/invitation","Player","READY_POPULATED","HIGH","homeport-phase6-v1","ANONYMOUS","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-056-player-invitation-modern-mobile.png","77e48587bfd5ef8d39b68058d4653d15ae906f55e6b957e1b4d7c1031f3caf1e","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-057-studio-private-content-standard-desktop","screen-page-studio-private-content","/studio/private-content","Creator Studio","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","STANDARD_DESKTOP","1440x900","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-057-studio-private-content-standard-desktop.png","6e232be960956484613f636949f94b664d081d06a8063266757716268a8ef6b6","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-058-studio-private-content-modern-mobile","screen-page-studio-private-content","/studio/private-content","Creator Studio","READY_POPULATED","HIGH","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","MODERN_MOBILE","390x844","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-058-studio-private-content-modern-mobile.png","495f7bd7fe00884cc0f2a18a8989b09eda4b407cde6bbdd295c4d551e4cb6ea5","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-059-root-compact-desktop","screen-page-root","/","Gateway and public shell","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-059-root-compact-desktop.png","a0c60c92789c9e6e81ee33bfbdaa6e17ab33f5968a7219ce2e7aaa94cdb3bd0e","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-060-root-tablet-landscape","screen-page-root","/","Gateway and public shell","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-060-root-tablet-landscape.png","552b034dcec3e851ade36bb26c0e9a09fcc0b612293796accde743b2621bbb60","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-061-root-tablet-portrait","screen-page-root","/","Gateway and public shell","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","TABLET_PORTRAIT","768x1024","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-061-root-tablet-portrait.png","1fdc6eeb27a6757c7dcea672d9122291125a2dc8295a33076c354df13157c27a","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-062-root-narrow-mobile","screen-page-root","/","Gateway and public shell","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","NARROW_MOBILE","320x568","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-062-root-narrow-mobile.png","d4ad1ba26a669c9dcdb75be4882db7c3e9aa558e5e6150d8ad6e183abbbb62af","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-063-sign-in-compact-desktop","screen-page-sign-in","/sign-in","Identity and session","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-063-sign-in-compact-desktop.png","0f40c41ae2a92fdc92b295ca3269d05339cb2ad0aeeffaea73932f43d18f4dcd","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-064-sign-in-tablet-landscape","screen-page-sign-in","/sign-in","Identity and session","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-064-sign-in-tablet-landscape.png","b93fadc848959a0d68f9c1562d558b218481c080784940c10f2f815edd2bd470","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-065-sign-in-tablet-portrait","screen-page-sign-in","/sign-in","Identity and session","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","TABLET_PORTRAIT","768x1024","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-065-sign-in-tablet-portrait.png","45f849ad1413cd8a3251b0c3b0d048c64661c481336b41182f3d970005313d98","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-066-sign-in-narrow-mobile","screen-page-sign-in","/sign-in","Identity and session","READY_POPULATED","CRITICAL","homeport-phase6-v1","ANONYMOUS","NARROW_MOBILE","320x568","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-066-sign-in-narrow-mobile.png","e7bff0687eb4f80969e40873f30878888d7e11a37d9859f5c860fa59d0300089","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-067-player-library-compact-desktop","screen-page-player-library","/player/library","Player","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-067-player-library-compact-desktop.png","8c35d170f2bc87916a9b05b44ab6b94656c78198efbe521861ddc34388ee9a4d","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-068-player-library-tablet-landscape","screen-page-player-library","/player/library","Player","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-068-player-library-tablet-landscape.png","e3e988a15c627a3a966787cc1a7345c18e22c267ef3a365a96fe6142f5eb5474","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-069-player-library-tablet-portrait","screen-page-player-library","/player/library","Player","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_PORTRAIT","768x1024","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-069-player-library-tablet-portrait.png","5a678cc3a62719a4b247d67384ce1dadcd4a15098749ca54dc61e507123e2730","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-070-player-library-narrow-mobile","screen-page-player-library","/player/library","Player","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","NARROW_MOBILE","320x568","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-070-player-library-narrow-mobile.png","3bff74cf729e1ff0a3a7a02afdc22133acce66084faa09c27d4aa067970c7464","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-071-captain-library-compact-desktop","screen-page-captain-library","/captain/library","Captain","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-071-captain-library-compact-desktop.png","c3359389054143bef9a442f044e3ab6c732a441f11c8a23a223925e0ce167163","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-072-captain-library-tablet-landscape","screen-page-captain-library","/captain/library","Captain","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-072-captain-library-tablet-landscape.png","354195bd94c4a8ac56943ddc952546daa2eed901ce489184f97869fa7177cfdb","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-073-captain-library-tablet-portrait","screen-page-captain-library","/captain/library","Captain","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_PORTRAIT","768x1024","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-073-captain-library-tablet-portrait.png","02a186063d6ed360b654014cb02c2c58e76bf22b9b4ec31c5c5f8ee2d0f8a10c","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-074-captain-library-narrow-mobile","screen-page-captain-library","/captain/library","Captain","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","NARROW_MOBILE","320x568","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-074-captain-library-narrow-mobile.png","04a5d4f2d119937474bb9d77043dfe38fe18c6f6493847d1776c70b976fbf5eb","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-075-studio-library-compact-desktop","screen-page-studio-library","/studio/library","Creator Studio","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-075-studio-library-compact-desktop.png","808d09833694a18316fbbc21133bcf0bb1c1754abe9826c6372af2e48e00c32e","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-076-studio-library-tablet-landscape","screen-page-studio-library","/studio/library","Creator Studio","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-076-studio-library-tablet-landscape.png","641d29b39dde532810ad89f051d07b6841c88f267de3eed928471dc4bece2920","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-077-studio-library-tablet-portrait","screen-page-studio-library","/studio/library","Creator Studio","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_PORTRAIT","768x1024","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-077-studio-library-tablet-portrait.png","7fd343377efcb0ce370c1344db647ffafa85a97ada2e8663a351ebd81f01e333","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-078-studio-library-narrow-mobile","screen-page-studio-library","/studio/library","Creator Studio","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","NARROW_MOBILE","320x568","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-078-studio-library-narrow-mobile.png","c51e9f0828f05d6aa744157e01f04684a6e9f5debc0e444d1a4bc1df7448ed76","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-079-account-compact-desktop","screen-page-account","/account","Personal Harbor","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","COMPACT_DESKTOP","1280x720","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-079-account-compact-desktop.png","6c485c6d5c698ed3deaf7c8352da0c2ee3f60ce1a1694bbea4dbdab575480308","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
"HP-P6-EV-080-account-tablet-landscape","screen-page-account","/account","Personal Harbor","READY_POPULATED","CRITICAL","homeport-phase6-v1","AUTHENTICATED_PLAYER_CAPTAIN_CREATOR","TABLET_LANDSCAPE","1024x768","100_PERCENT","FULL","e02ee0dae0469a2ba573beaf409c0b34e8668d09","Chromium 141.0.7390.37","Development_Docs/Projects/Project_Homeport/evidence/phase6/HP-P6-EV-080-account-tablet-landscape.png","876673136c9d29e2cc43e6d41c3bade837d2f8c9934cc9ddf3d74a34ce5b4816","ACCEPTED","NONE_AFTER_SOURCE_BOUND_VISUAL_REVIEW","NOT_REQUIRED_AFTER_CAPTURE","ACTIVE_ACCEPTED"
