"routeId","pathPattern","parentControl","breadcrumb","backControl","stableFallback","globalNavigation","workspaceHome","relatedContent","nextStep","emptyStateAction","errorRecovery","permissionRecovery","directEntryBehavior","mobileBehavior","evidence","status"
"route-page-community-moderation-id","/community/moderation/[id]","route-page-community-moderation","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/community/moderation","AVAILABLE","Community Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-community-voyage-logs-slug","/community/voyage-logs/[slug]","route-page-community-voyage-logs","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/community/voyage-logs","AVAILABLE","Community Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-community-voyage-logs-owner-id","/community/voyage-logs/owner/[id]","route-page-community-voyage-logs-owner","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/community/voyage-logs/owner","AVAILABLE","Community Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-passport-artifacts-artifactId","/passport/artifacts/[artifactId]","route-page-passport-artifacts","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/passport/artifacts","AVAILABLE","Personal Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-passport-history-recordId","/passport/history/[recordId]","route-page-passport-history","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/passport/history","AVAILABLE","Personal Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-play-taleslug","/play/[taleSlug]","route-page-tales","SOURCE_OR_CONTEXT_BREADCRUMB","View this browser's Voyage History","/tales","AVAILABLE","Voyage runtime","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-play-taleslug-history","/play/[taleSlug]/history","route-page-play-taleslug","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/play/[taleSlug]","AVAILABLE","Voyage runtime","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-play-taleslug-session-sessionid","/play/[taleSlug]/session/[sessionId]","route-page-play-taleslug","SOURCE_OR_CONTEXT_BREADCRUMB","Safe return","/play/[taleSlug]","TRANSFORMED","Voyage runtime","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-player-playthroughs-playthroughid","/player/playthroughs/[playthroughId]","route-page-player-library","SOURCE_OR_CONTEXT_BREADCRUMB","Safe return","/player/library","TRANSFORMED","Player","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-player-playthroughs-playthroughid-journal","/player/playthroughs/[playthroughId]/journal","route-page-player-library","SOURCE_OR_CONTEXT_BREADCRUMB","Safe return","/player/library","TRANSFORMED","Player","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-profile-handle","/profile/[handle]","route-page-tales","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/tales","AVAILABLE","Personal Harbor","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","SOURCE_DECLARED","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid","/studio/tales/[taleId]","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid-artifacts","/studio/tales/[taleId]/artifacts","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid-assets","/studio/tales/[taleId]/assets","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid-locations","/studio/tales/[taleId]/locations","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid-settings","/studio/tales/[taleId]/settings","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
"route-page-studio-tales-taleid-versions","/studio/tales/[taleId]/versions","route-page-studio-library","SOURCE_OR_CONTEXT_BREADCRUMB","Home","/studio/library","AVAILABLE","Creator Studio","SOURCE_COLLECTION","PARENT_OR_MEANINGFUL_ONWARD_ACTION","NOT_DECLARED_IN_ROUTE_SOURCE","RETRY_OR_STABLE_PARENT","AVAILABLE_WORKSPACE_OR_HOME","STABLE_CONTEXT_AND_RETURN","FUNCTIONALLY_EQUIVALENT","PENDING_EXACT_SOURCE_BROWSER","IMPLEMENTED_PENDING_BROWSER_VALIDATION"
