"screen_id","route","criticality","viewport_family","viewport","layout_mode","shell_behavior","navigation_behavior","content_columns","card_behavior","form_behavior","table_list_transformation","dialogs_drawers","sticky_elements","overflow","scroll","touch_targets","evidence","test_result"
"screen-page-captain-library","route-page-captain-library","CRITICAL","LARGE_DESKTOP","1600x1000","GOVERNED_DESKTOP_OR_TABLET","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-007-captain-library-standard-desktop;HP-P6-EV-071-captain-library-compact-desktop","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","STANDARD_DESKTOP","1440x900","GOVERNED_DESKTOP_OR_TABLET","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-007-captain-library-standard-desktop;HP-P6-EV-071-captain-library-compact-desktop","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","COMPACT_DESKTOP","1280x720","GOVERNED_DESKTOP_OR_TABLET","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-007-captain-library-standard-desktop;HP-P6-EV-071-captain-library-compact-desktop","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","TABLET_LANDSCAPE","1024x768","GOVERNED_DESKTOP_OR_TABLET","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-007-captain-library-standard-desktop;HP-P6-EV-071-captain-library-compact-desktop","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","TABLET_PORTRAIT","768x1024","SINGLE_COLUMN_OR_GOVERNED_DRAWER","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-007-captain-library-standard-desktop;HP-P6-EV-071-captain-library-compact-desktop","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","MODERN_MOBILE","390x844","SINGLE_COLUMN_OR_GOVERNED_DRAWER","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-008-captain-library-modern-mobile;HP-P6-EV-074-captain-library-narrow-mobile","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","NARROW_MOBILE","320x568","SINGLE_COLUMN_OR_GOVERNED_DRAWER","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-008-captain-library-modern-mobile;HP-P6-EV-074-captain-library-narrow-mobile","PASSED"
"screen-page-captain-library","route-page-captain-library","CRITICAL","EFFECTIVE_200_PERCENT","720x450","SINGLE_COLUMN_OR_GOVERNED_DRAWER","WORKSPACE_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","LARGE_DESKTOP","1600x1000","GOVERNED_DESKTOP_OR_TABLET","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-021-captain-sessions-sessionid-standard-desktop;HP-P6-EV-099-captain-sessions-sessionid-compact-desktop","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","STANDARD_DESKTOP","1440x900","GOVERNED_DESKTOP_OR_TABLET","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-021-captain-sessions-sessionid-standard-desktop;HP-P6-EV-099-captain-sessions-sessionid-compact-desktop","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","COMPACT_DESKTOP","1280x720","GOVERNED_DESKTOP_OR_TABLET","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-021-captain-sessions-sessionid-standard-desktop;HP-P6-EV-099-captain-sessions-sessionid-compact-desktop","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","TABLET_LANDSCAPE","1024x768","GOVERNED_DESKTOP_OR_TABLET","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-021-captain-sessions-sessionid-standard-desktop;HP-P6-EV-099-captain-sessions-sessionid-compact-desktop","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","TABLET_PORTRAIT","768x1024","SINGLE_COLUMN_OR_GOVERNED_DRAWER","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-021-captain-sessions-sessionid-standard-desktop;HP-P6-EV-099-captain-sessions-sessionid-compact-desktop","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","MODERN_MOBILE","390x844","SINGLE_COLUMN_OR_GOVERNED_DRAWER","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-022-captain-sessions-sessionid-modern-mobile;HP-P6-EV-102-captain-sessions-sessionid-narrow-mobile","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","NARROW_MOBILE","320x568","SINGLE_COLUMN_OR_GOVERNED_DRAWER","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-022-captain-sessions-sessionid-modern-mobile;HP-P6-EV-102-captain-sessions-sessionid-narrow-mobile","PASSED"
"screen-page-captain-sessions-sessionid","route-page-captain-sessions-sessionid","CRITICAL","EFFECTIVE_200_PERCENT","720x450","SINGLE_COLUMN_OR_GOVERNED_DRAWER","COMPACT","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","","PASSED"
"screen-page-community","route-page-community","CRITICAL","LARGE_DESKTOP","1600x1000","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-017-community-standard-desktop;HP-P6-EV-091-community-compact-desktop","PASSED"
"screen-page-community","route-page-community","CRITICAL","STANDARD_DESKTOP","1440x900","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-017-community-standard-desktop;HP-P6-EV-091-community-compact-desktop","PASSED"
"screen-page-community","route-page-community","CRITICAL","COMPACT_DESKTOP","1280x720","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-017-community-standard-desktop;HP-P6-EV-091-community-compact-desktop","PASSED"
"screen-page-community","route-page-community","CRITICAL","TABLET_LANDSCAPE","1024x768","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-017-community-standard-desktop;HP-P6-EV-091-community-compact-desktop","PASSED"
"screen-page-community","route-page-community","CRITICAL","TABLET_PORTRAIT","768x1024","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-017-community-standard-desktop;HP-P6-EV-091-community-compact-desktop","PASSED"
"screen-page-community","route-page-community","CRITICAL","MODERN_MOBILE","390x844","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-018-community-modern-mobile;HP-P6-EV-094-community-narrow-mobile","PASSED"
"screen-page-community","route-page-community","CRITICAL","NARROW_MOBILE","320x568","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-018-community-modern-mobile;HP-P6-EV-094-community-narrow-mobile","PASSED"
"screen-page-community","route-page-community","CRITICAL","EFFECTIVE_200_PERCENT","720x450","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","LARGE_DESKTOP","1600x1000","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-047-community-slug-standard-desktop","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","STANDARD_DESKTOP","1440x900","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-047-community-slug-standard-desktop","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","COMPACT_DESKTOP","1280x720","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-047-community-slug-standard-desktop","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","TABLET_LANDSCAPE","1024x768","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-047-community-slug-standard-desktop","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","TABLET_PORTRAIT","768x1024","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-047-community-slug-standard-desktop","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","MODERN_MOBILE","390x844","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-048-community-slug-modern-mobile","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","NARROW_MOBILE","320x568","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-048-community-slug-modern-mobile","PASSED"
"screen-page-community-slug","route-page-community-slug","HIGH","EFFECTIVE_200_PERCENT","720x450","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","LARGE_DESKTOP","1600x1000","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-045-community-chronicles-standard-desktop","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","STANDARD_DESKTOP","1440x900","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-045-community-chronicles-standard-desktop","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","COMPACT_DESKTOP","1280x720","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-045-community-chronicles-standard-desktop","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","TABLET_LANDSCAPE","1024x768","GOVERNED_DESKTOP_OR_TABLET","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE_TO_THREE_BY_SURFACE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-045-community-chronicles-standard-desktop","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","TABLET_PORTRAIT","768x1024","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-045-community-chronicles-standard-desktop","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","MODERN_MOBILE","390x844","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-046-community-chronicles-modern-mobile","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","NARROW_MOBILE","320x568","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","HP-P6-EV-046-community-chronicles-modern-mobile","PASSED"
"screen-page-community-chronicles","route-page-community-chronicles","HIGH","EFFECTIVE_200_PERCENT","720x450","SINGLE_COLUMN_OR_GOVERNED_DRAWER","PUBLIC_STANDARD","Visible, keyboard and touch operable, with contextual exit retained.","ONE","No unreadable slivers; stacks or intentional shelf affordance.","Labels, descriptions, validation, and actions remain visible.","Governed responsive list or intentional scroll container.","Viewport-bounded internal scroll with focus containment and body-lock restoration.","Do not cover headings or critical controls.","NO_ACCIDENTAL_HORIZONTAL_DOCUMENT_OVERFLOW","DOCUMENT_OR_EXPLICIT_NAMED_REGION","GOVERNED_TARGET_SIZE","","PASSED"
