"finding_id","owner_order","owner_wording","product_area","severity","canonical_owner","parent_nonconformity","correction_nonconformity","architecture_contract","planned_test_contracts","planned_evidence_ids","current_status","limitation"
"HP-OWCR2-062","62","Only a person verified to have completed the exact Chronicle version may review it.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-133","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-063","63","One active Chronicle review per account per Chronicle/version policy.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-134","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-064","64","The review may be edited or removed according to Harborlight policy.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-135","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-065","65","Reviews and comments must preserve spoiler controls.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-136","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-066","66","Client state cannot grant completion eligibility.","Completion-verified reviews","CRITICAL","one-voyage","","HP-NC-137","Project_Homeport_Chronicle_Completion_Review_Contract.md","homeport.owner-correction.round2.review-completion-eligibility","HP-OWCR2-EV-W-PASSPORT-REVIEW-ENTRY","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-067","67","The owner asks whether email sending and verification actually work.","Synthetic email truth","HIGH","wayfarer","","HP-NC-138","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-068","68","Current proof uses a task-owned synthetic email outbox.","Synthetic email truth","HIGH","wayfarer","","HP-NC-139","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-069","69","Live external email delivery is not proven.","Synthetic email truth","HIGH","wayfarer","","HP-NC-140","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-070","70","The owner re-review package must make synthetic email testing obvious.","Synthetic email truth","HIGH","wayfarer","","HP-NC-141","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-071","71","Ordinary product UI must not expose test simulator controls.","Synthetic email truth","HIGH","wayfarer","","HP-NC-142","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-072","72","Live-provider status must remain truthful.","Synthetic email truth","HIGH","wayfarer","","HP-NC-143","Project_Homeport_Account_Identity_Email_and_Claiming_Architecture.md","homeport.owner-correction.round2.synthetic-email-truth","HP-OWCR2-EV-AE-FULL-ROUND2-REGRESSION","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-073","73","Capture every user-facing page.","Experience Images","HIGH","project-homeport","","HP-NC-144","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-074","74","Store captures in a new folder named: `Experience_Images`","Experience Images","HIGH","project-homeport","","HP-NC-145","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-075","75","The folder must be easy for the owner to browse.","Experience Images","HIGH","project-homeport","","HP-NC-146","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-076","76","The folder must be easy for later ChatGPT/Codex inspection.","Experience Images","HIGH","project-homeport","","HP-NC-147","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-077","77","Include desktop images for every ordinary user-facing page.","Experience Images","HIGH","project-homeport","","HP-NC-148","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-078","78","Include mobile images for every critical and high-priority page.","Experience Images","HIGH","project-homeport","","HP-NC-149","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-079","79","Include major loading, empty, error, permission, and unavailable states.","Experience Images","HIGH","project-homeport","","HP-NC-150","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-080","80","Include current exact-source metadata.","Experience Images","HIGH","project-homeport","","HP-NC-151","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-081","81","Include an index.","Experience Images","HIGH","project-homeport","","HP-NC-152","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AC-EXPERIENCE-IMAGES-INDEX","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-082","82","Include contact sheets.","Experience Images","HIGH","project-homeport","","HP-NC-153","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AD-EXPERIENCE-IMAGES-CONTACT-SHEET","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-083","83","Validate that no user-facing page is missing.","Experience Images","HIGH","project-homeport","","HP-NC-154","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AD-EXPERIENCE-IMAGES-CONTACT-SHEET","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-084","84","Exclude APIs, static assets, and non-human callback routes.","Experience Images","HIGH","project-homeport","","HP-NC-155","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AD-EXPERIENCE-IMAGES-CONTACT-SHEET","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
"HP-OWCR2-085","85","Remove credentials, tokens, private content, and real personal data.","Experience Images","HIGH","project-homeport","","HP-NC-156","Project_Homeport_Experience_Images_Contract.md","homeport.owner-correction.round2.experience-images","HP-OWCR2-EV-AD-EXPERIENCE-IMAGES-CONTACT-SHEET","ARCHITECTURE_FROZEN_IMPLEMENTATION_PENDING","No implementation, test result, evidence acceptance, Sounding Line decision, owner re-review, merge, or deployment is established by the architecture freeze."
