Schema Version,Shard ID,Source ID,Source Ordinal,Source Section,Source Requirement,Source SHA256,Baseline Matrix IDs,Baseline Coverage Status,Current Matrix IDs,New Matrix IDs,Coverage Status,Coverage Rationale,Uncovered Scope,Mapping Evidence,Correct Libraries,Trigger,Replay Policy,Reduced Motion Behavior,Acceptance Criteria,Test Plan References,Roadmap Phase,Project Lanternwake Phase,Implementation Status,Architecture Dependency,Scene Host Required,Ownership Contract Required,Target Contract Required,Architecture Validation Status,Architecture Evidence,Blocked By,Implemented In Commit,Validation Status,Validation Evidence,Superseded By,Disposition Decision ID,Disposition Date,Disposition Rationale,Approval Reference,Notes
lanternwake-reconciliation/v1,O3,OA-112,112,Chapter release,Prose ink progression.,beb39d2f27a9e97a647aa73fabb9c8b6cd9de8b761e558b9553b3a13e084cc3f,AS-009,exact,AS-009,,exact,Existing future-contract row remains the exact target and becomes safely hostable after Phase 2.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,gsap,Released chapter prose target is visible after heading staging,Once per release presentation; manual replay from persisted payload,All prose is immediately readable,Semantic prose remains available while decorative ink progresses in reading order; target handles are page- and chapter-specific; skip or interruption exposes the complete readable copy.,"Future-contract reachability, explicit prose target, reading order, replay, reduced-mode, interruption, and cleanup tests",Phase 3,Phase 3,partially_implemented,Visible chapter-page host and GSAP/PageFlip wrapper separation,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,"Phase 3 production trigger, visual implementation, and acceptance validation",,planned,,,,,,,Baseline coverage rationale: AS-009 directly preserves the prose-ink progression scene contract.
lanternwake-reconciliation/v1,O3,OA-113,113,Chapter release,Objective card placement.,33dafd8791964617575e3ef36c5d72e6f5f64adb09dfff20f7d43b731880daff,MX-058,partial,MX-216,MX-216,exact,Dedicated row preserves objective placement after prose staging with an explicit destination handle.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/ObjectiveNote.tsx; src/components/player/PlayerExperience.tsx,motion,Chapter-release ceremony reaches objective placement with authoritative objective data,Once per release event; presentation replay from persisted payload,Objective card is immediately present and focused only when requested,Source and destination identities are explicit; semantic objective content is never animated away; placement commits before temporary-host cleanup; focus and section return remain deterministic.,"External-handle validation, source/destination identity, replay, reduced-mode, focus, handoff, and cleanup tests",Phase 3,Phase 3,partially_implemented,External target handles and final-state handoff,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/workspace/ObjectiveNote.tsx; src/components/player/PlayerExperience.tsx,Phase 3 placement composition and acceptance validation,,planned,,,,,,,Baseline coverage rationale: ObjectiveNote preserves an objective reveal surface but not ceremony-time objective-card placement.
lanternwake-reconciliation/v1,O3,OA-114,114,Chapter release,Riddle line reveal.,c490f7fdeda5edac044fa170a78362db80c4af6a5da2af172ce472fc40157526,AS-009,partial,MX-217,MX-217,exact,"Dedicated row preserves riddle line identity, order, and readable fallback.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,gsap,Released riddle content becomes visible after prose staging,Once per release presentation; manual replay from persisted payload,All riddle lines are immediately readable in semantic order,"Lines reveal in DOM and reading order without delaying assistive access; explicit line handles prevent duplicate or cross-page selection; reduced, skip, and failure states expose all lines.","Ordered targets, duplicate rejection, accessibility, replay, reduced-mode, failure, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Chapter-page host and explicit ordered line handles,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,Phase 3 riddle visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Prose-ink progression is broad and does not preserve riddle-line-specific sequencing.
lanternwake-reconciliation/v1,O3,OA-115,115,Chapter release,Quill-followed handwriting.,7e83ab6b70d9e60339ab039cc9923b2cffe3fc74aff26a22004a25556a2d3bdd,AS-008;AS-009,partial,MX-218,MX-218,exact,Dedicated row preserves the quill as decorative accompaniment rather than the semantic text owner.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,gsap,"Heading, prose, or riddle handwriting sequence begins",Once per selected writing sequence; presentation replay allowed,Text is immediately complete and quill is static or absent,"Quill follows only the active decorative ink target, is aria-hidden, never obscures text or focus, and returns to a stable pose on skip, reduced mode, interruption, or unmount.","Explicit active target, accessibility, replay, reduced-mode, interruption, viewport, and cleanup tests",Phase 3,Phase 3,architecture_blocked,Explicit writing target handles and GSAP decorative-child ownership,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts,Phase 3 quill visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Heading and prose ink contracts provide broad writing behavior but not a quill-followed handwriting element.
lanternwake-reconciliation/v1,O3,OA-116,116,Chapter release,Map inset reveal.,c9978b60bee3c63b0ae6c830184a23a703732b91b1f84d5dbeed5eed8f021705,AS-012,partial,MX-219,MX-219,exact,Dedicated row preserves the inset as a chapter-page target distinct from Voyage Chart.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts; src/components/player/workspace/VoyageChart.tsx,motion,Released chapter page with a map inset becomes current and settled,Once per page visit and content version; presentation replay optional,Map inset is immediately visible with equivalent labels,Only the current page inset reveals; semantic location labels remain available; Chart targets with the same part name are excluded; reduced mode and interruption preserve the complete inset.,"Nested-host isolation, map identity, accessibility, replay, reduced-mode, interruption, and cleanup tests",Phase 3,Phase 3,partially_implemented,Chapter-page host and distinct page-inset target identity,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/scenes/story.scene.ts; src/components/player/workspace/VoyageChart.tsx,Phase 3 inset visual and acceptance validation,,planned,,,,,,,Baseline coverage rationale: Map-reveal preserves chart/event map staging but not a journal-page map inset.
lanternwake-reconciliation/v1,O3,OA-117,117,Chapter release,“Open chapter” action transition.,e919ce06527e559297c55740af11e03ac9f1ca086a337268cd8fc8cf6d705ff8,AS-011,partial,MX-220,MX-220,exact,Dedicated row preserves native action semantics and route/section final-state commit.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/PlayerExperience.tsx,motion,User activates the Open chapter action after release staging,Every explicit activation; repeated activation is arbitrated,Immediate section commit and destination focus,Native button activation commits the destination section exactly once; delayed route or render does not snap back; failure restores an actionable state and focus; animation never gates authorization.,"Keyboard activation, repeated submission, delayed commit, route failure, focus, reduced-mode, and handoff tests",Phase 3,Phase 3,partially_implemented,Final-state handoff and section host identity,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/PlayerExperience.tsx,Phase 3 action visual and delayed-route acceptance validation,,planned,,,,,,,Baseline coverage rationale: Chapter release provides a ceremony but does not preserve the Open chapter action transition as a distinct final handoff.
lanternwake-reconciliation/v1,O3,OA-118,118,Chapter release,Restore previous section.,b5f38c308330f6eba501d8ec26a6564212debce4c62a574dfb4aef9b02d3ef9c,MX-065,exact,MX-065,,combined,Existing row remains the exact target; Phase 2 formalizes the handoff and held-state cleanup order.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/PlayerExperience.tsx,motion,Release presentation reaches a terminal outcome after temporary section staging,Every off-section release outcome,Previous section and focus restore immediately without travel,"Origin section and focus are captured before staging; completion, skip, failure, interruption, and reduced mode restore or explicitly commit one coherent destination without snapback.","All-section matrix, focus restoration, every terminal outcome, delayed commit, reduced-mode, and cleanup tests",Phase 3,Phase 3,partially_implemented,Scene final-state handoff and held-claim lifetime,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/components/player/PlayerExperience.tsx,Integrated browser acceptance validation,,planned,,,,,,,Baseline coverage rationale: MX-065 directly preserves restoration of the previous Player section and focus after an off-section release.
lanternwake-reconciliation/v1,O3,OA-119,119,Chapter release,Replay from history.,85011300127ca7949bf663a31886153230058b574e56973056145338fe8d5ba2,MX-064,exact,MX-064,,exact,Existing row remains the exact target; replay uses a fresh scene instance without mutating progression.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/domain/replay.ts; src/components/player/PlayerExperience.tsx; tests/e2e/lanternwake-phase1.spec.ts,gsap,User requests replay for a persisted chapter-release event,Manual and unlimited presentation-only replay; never repeat progression mutation,Immediate ordered readable release state,"Replay reconstructs sanitized persisted display data, creates a unique invocation, performs zero unsafe API calls, preserves database state, restores section and focus, and returns resources to baseline.","Persisted replay, mutation guard, refresh, unique invocation, reduced-mode, focus restoration, and cleanup tests",Phase 3,Phase 3,partially_implemented,Immutable scene invocation and replay-safe host resolution,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/domain/replay.ts; src/components/player/PlayerExperience.tsx; tests/e2e/lanternwake-phase1.spec.ts,Integrated replay browser acceptance validation,,planned,,,,,,,Baseline coverage rationale: MX-064 directly preserves presentation-only reconstruction and replay from persisted chapter-release history.
lanternwake-reconciliation/v1,O3,OA-120,120,Chapter release,Gentle-mode shortened composition rather than uniform speed multiplication.,8b7cbed3957a6f212db22186a051da54ec764bdb75520e5608902d091f48bdbd,AP-002;AS-011,partial,MX-221,MX-221,exact,"Dedicated row preserves explicit gentle labels, omissions, and timing as a composition policy.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/motion/MotionPolicyContext.ts; src/animation/scenes/story.scene.ts,gsap,Chapter-release presentation resolves gentle motion policy,Every live or replay presentation in gentle mode,Shortened ordered composition with restrained distance and no ambient layers,"Gentle mode uses an authored subset and reduced distances, preserves every semantic stage and handoff, avoids uniform timeline multiplication, and remains within its declared budget.","Resolved policy, label set, duration budget, live/replay parity, interruption, final-state, and cleanup tests",Phase 3,Phase 3,partially_implemented,Resolved motion policy plus scene-specific gentle composition,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/motion/MotionPolicyContext.ts; src/animation/scenes/story.scene.ts,Phase 3 authored gentle composition and acceptance validation,,planned,,,,,,,"Baseline coverage rationale: Gentle PageFlip timing and provider policy exist, but no baseline row preserves a shortened chapter-release composition rather than uniform speed scaling."
lanternwake-reconciliation/v1,O3,OA-121,121,Chapter release,Reduced-mode semantic staged reveal.,9e21a7cd9f98313e3e013acc795fa1b5c5e26c25169dd3b079578e57d70f5b53,AC-010;AS-011,partial,MX-222,MX-222,exact,Dedicated row records the implemented semantic reduced staging without spatial travel.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/motion/MotionPolicyContext.ts; src/animation/scenes/story.scene.ts; tests/e2e/lanternwake-phase1.spec.ts,css,Chapter-release presentation resolves reduced motion policy,Every live or replay presentation in reduced mode,"Ordered semantic state changes with no spatial travel, curl, flashing, or required audio","Reduced mode preserves heading, prose, objective, action, section, focus, acknowledgment, and final-state order; all content is readable; presentation is bounded and resource counts return to baseline.","Reduced semantic labels, readability, acknowledgment, focus, replay, interruption, timing, and cleanup tests",Phase 3,Phase 3,partially_implemented,"Resolved motion policy, host-local targets, and final-state handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md; Development_Docs/Animation_System_Audit_Matrix.csv; src/animation/motion/MotionPolicyContext.ts; src/animation/scenes/story.scene.ts; tests/e2e/lanternwake-phase1.spec.ts,Integrated reduced-mode browser acceptance validation,,planned,,,,,,,Baseline coverage rationale: Phase-gated chrome and reduced scene policy preserve readable states but the accepted staged reduced chapter reveal lacked a dedicated matrix identity.
lanternwake-reconciliation/v1,O4,OA-122,122,Voyage Chart,Map parchment unfolding when section opens.,5ad747e51d7a76b0e4557217f2007f8abbe33c300a602d5d0ae9c6bb26ca051d,,missing,MX-223,MX-223,exact,The dedicated row preserves the complete section-entry parchment behavior.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/components/player/PlayerExperience.tsx,css;motion;web_animations_api,Voyage Chart becomes the committed visible section.,Every section entry; no persisted event-history replay.,Show the fully unfolded readable chart immediately with no fold travel.,Only the current visible chart unfolds; heading and focus remain stable; interruption or unmount leaves readable content and releases all owners.,Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,architecture_blocked,Dedicated Voyage Chart host; section-presence handoff; reduced-policy propagation; deterministic cleanup.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/components/player/PlayerExperience.tsx,Phase 3 choreography and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: No matrix row independently preserved chart-parchment unfolding.
lanternwake-reconciliation/v1,O4,OA-123,123,Voyage Chart,Compass bearing response.,63c693848d7bd1fa2e88076374cb354e50b4956bbf84e6c1d71609fba71c0ee0,MX-073,missing,MX-224,MX-224,exact,The dedicated row preserves authoritative bearing input and the production compass contract without conflating the empty state.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Implementation_Roadmap.md;src/components/player/workspace/VoyageChart.tsx;src/animation/assets/rive-contracts.ts,motion;rive,Authoritative normalized bearing or current-course value changes.,State-driven; no cinematic replay; reconstruct current bearing from snapshot after refresh.,Use a stable compass-bearing pose plus readable numeric or text bearing with no continuous travel.,The real compass reaches the authoritative bearing; load failure is readable; stale input is rejected; replacement and unmount clean up.,Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 5,Phase 5,architecture_blocked,Rive-container ownership boundary; host-local compass target; validated bearing inputs; static fallback.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Implementation_Roadmap.md;src/components/player/workspace/VoyageChart.tsx;src/animation/assets/rive-contracts.ts,Phase 5 production Voyage Compass Rive asset and runtime integration.,,planned,,,,,,,Baseline coverage rationale: MX-073 supports an empty-chart compass concept but does not preserve responsive bearing behavior.
lanternwake-reconciliation/v1,O4,OA-124,124,Voyage Chart,Smooth zoom centered around focus.,c4f3ab328ed34b5e4da6bba3664f7ad9249656d6ebc0d2b8e6914a71901e7b55,,missing,MX-225,MX-225,exact,The dedicated row names focal-coordinate zoom and its transform-ownership boundary.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,motion,Zoom control or authorized wheel or pinch input supplies an explicit focal coordinate.,Every interaction; no history replay; preserve current chart state while the section remains mounted.,Apply final scale and pan immediately while retaining focus and readable coordinates.,The chosen focus stays visually anchored; controls and keyboard alternative remain correct; no overflow occurs; interruption settles coherently.,Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,partially_implemented,Exclusive chart-transform ownership; explicit focal-coordinate contract; responsive geometry; interruption cleanup.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,Phase 3 focal-coordinate implementation and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: No matrix row preserved focus-centered zoom; the fixed-origin scale spring is implementation evidence only.
lanternwake-reconciliation/v1,O4,OA-125,125,Voyage Chart,Drag/pan inertia.,8aa003339163d1964768d98ae3a85b4524d0677337d3a56f913c2632adacf7ab,,missing,MX-226,MX-226,exact,The dedicated row preserves bounded inertia and the keyboard-equivalent contract.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,motion,Pointer or touch drag on the chart viewport; keyboard arrows remain the non-pointer equivalent.,Every gesture; no event-history replay; preserve pan during the mounted section.,Use direct clamped pan with no inertial travel while retaining keyboard behavior.,"Drag is bounded and inertial only in permitted modes; keyboard pan remains available; release, reset, mode change, and unmount leave coherent coordinates.",Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,architecture_blocked,Exclusive chart-transform ownership; gesture bounds; input accessibility; interruption cleanup.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,Phase 3 gesture implementation and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: Keyboard pan exists but no row preserves pointer or touch drag inertia.
lanternwake-reconciliation/v1,O4,OA-126,126,Voyage Chart,Fog mask genuinely revealing only new territory.,7b7c53229e7d7d81967fa613b1f5ff461f5bcc23bca976fbfa0e2286244d3b63,AS-012;MX-072,exact,AS-012;MX-072,,combined,Combined mapping preserves territory-mask behavior plus shared event-host support; exact reveal-bounds criteria retain OA-126 specificity.,,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts;src/components/animation/LottieEffect.tsx,gsap;lottie,Snapshot or MAP_LOCATION_REVEALED identifies a newly revealed region with explicit bounds.,Once per region reveal; persisted event-history replay; settled bounds reconstruct from snapshot.,Expose only the authoritative region immediately and announce it; use a static mask or representative fog frame.,Only newly authorized bounds clear; old regions remain unchanged; overlay and section fog cannot cross-select; interruption settles correctly.,Development_Docs/Animation_System_Test_Plan.md;src/animation/scenes/scene-builders.test.ts;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,partially_implemented,Scene-instance identity; explicit region handle; semantic mask ownership; contained Lottie texture boundary.,yes,yes,yes,in_progress,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts;src/components/animation/LottieEffect.tsx,Phase 3 territory-bound reconciliation and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: MX-072 directly preserves territory-specific fog reconciliation and AS-012 supports its event host.
lanternwake-reconciliation/v1,O4,OA-127,127,Voyage Chart,Single new-marker stamp.,a1c744fa11a1552670afe94432b58d185ed109d84033468a5b6ff1eae2372afe,AS-014;MX-068,exact,AS-014;MX-068,,combined,Combined mapping preserves the marker-stamp scene plus shared location-event and destination support; keyed single-marker criteria retain OA-127 specificity.,,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,gsap;motion,MAP_LOCATION_REVEALED supplies an explicit event ID and location key.,Once per event; persisted history replay; replay never mutates progression.,Display the marker and text immediately with at most a non-travel emphasis.,Exactly one keyed inner marker visual stamps and settles; no index or DOM-order selection; the semantic Motion button retains focus and activation.,Development_Docs/Animation_System_Test_Plan.md;src/animation/scenes/scene-builders.test.ts;src/components/player/workspace/VoyageChart.test.tsx,Phase 3,Phase 3,architecture_blocked,Separate progression and section hosts; explicit location identity; Motion semantic wrapper plus aria-hidden GSAP child; final-state handoff.,yes,yes,yes,in_progress,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,Phase 3 production trigger and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: AS-014 directly preserves the marker-stamp scene and MX-068 supports its event and destination host.
lanternwake-reconciliation/v1,O4,OA-128,128,Voyage Chart,Route scratch drawing only for the new route.,6c4be4cfb021343da4901979fdc0ad27063dadeb07b314459e7968e31fa883d7,AS-013;MX-069,exact,AS-013;MX-069,,combined,Combined mapping preserves the shared route scene and product row; keyed changed-route-only criteria retain OA-128 specificity.,,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/components/player/PlayerExperience.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,gsap,MAP_ROUTE_REVEALED supplies an explicit event ID and route key.,Once per event; persisted replay; settled complete route reconstructs from snapshot.,Show the complete newly highlighted route immediately and announce its endpoints.,Exactly one path keyed to the authoritative route draws; existing routes remain untouched; generic route-path and DOM-order matching are invalid.,Development_Docs/Animation_System_Test_Plan.md;src/animation/scenes/scene-builders.test.ts;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,partially_implemented,SceneHost isolation; route and event identity; SVG write permit; explicit route handle; settled-state handoff.,yes,yes,yes,in_progress,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/components/player/PlayerExperience.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,Phase 3 exact-route integration and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: AS-013 and MX-069 directly preserve new-route scratch drawing.
lanternwake-reconciliation/v1,O4,OA-129,129,Voyage Chart,Ship token movement for actual progress.,b03896009422bfa8a9b7326af82468b79caede647d5360ce4b64586f3cb831fd,AS-015;MX-071,exact,AS-015;MX-071,,exact,Existing rows preserve the future scene contract and authoritative progress requirement.,,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,gsap,"Authoritative route progress supplies route ID, start, end, and normalized progress.",Once per position event; manual persisted replay; settled destination reconstructs from snapshot.,Place the ship immediately at the authoritative destination and announce progress.,One ship token follows only its explicit route-owned path and finishes at actual progress; stale or wrong paths fail; cleanup leaks nothing.,Development_Docs/Animation_System_Test_Plan.md;src/animation/scenes/scene-builders.test.ts;src/components/player/workspace/VoyageChart.test.tsx,Phase 3,Phase 3,architecture_blocked,Host-local ship and path handles; route and position identity; transform ownership; semantic event integration.,yes,yes,yes,in_progress,Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/animation/scenes/story.scene.ts;src/animation/director/scene-registry.ts,Phase 3 production event integration and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: AS-015 and MX-071 directly preserve ship-course movement.
lanternwake-reconciliation/v1,O4,OA-130,130,Voyage Chart,Region label emergence.,9369a1e2564643b1f45f0ba6fa9a02b1b4b9d9b15f9f6f708beccfef86c1d1a3,MX-068,missing,MX-227,MX-227,exact,The dedicated row preserves disclosure timing and one keyed region-label target.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/domain/story.ts,gsap;motion,A region label first becomes authoritatively disclosed for a keyed location or region.,Once per disclosure event; persisted history replay; settled label derives from snapshot.,Reveal the full label immediately with equivalent text announcement.,Only the newly disclosed keyed label emerges; hidden names remain undisclosed; static and event labels cannot both qualify; focus and accessible text remain stable.,Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,architecture_blocked,Host and instance identity; keyed region target; semantic and decorative wrapper separation; final-state handoff.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/player/workspace/VoyageChart.tsx;src/domain/story.ts,Phase 3 label choreography and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: MX-068 supplies location-event context but does not independently preserve region-label emergence.
lanternwake-reconciliation/v1,O4,OA-131,131,Voyage Chart,Coordinate-hover or focus response.,8cd5f60def967f4cc5d6ceb86780e5e559e468a9dd6e01abeaf8de4d8d9f5483,MX-070,missing,MX-228,MX-228,exact,The dedicated row preserves the smaller input-equivalent coordinate response independently.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;docs/voyage-chart.md,css;motion,Pointer hover or keyboard focus targets a keyed revealed location.,Every hover or focus; no persisted replay; never depend on hover alone.,Use stable focus-visible treatment and readable coordinate text with no travel.,Pointer and keyboard expose equivalent coordinates; focus remains on the semantic marker; hidden coordinates stay hidden; no broad marker selector is used.,Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,architecture_blocked,Semantic and decorative wrapper split; stable marker identity; property ownership; local detail target.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;docs/voyage-chart.md,Phase 3 interaction implementation and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: MX-070 supplies broader marker-inspection context but does not preserve coordinate hover or focus response.
lanternwake-reconciliation/v1,O4,OA-132,132,Voyage Chart,Reset-chart return animation.,34791eed5b9e0abd9e4ab01ea3023ac8b939cb466a1955bb62edfe03cbffaa54,,missing,MX-229,MX-229,exact,The dedicated row preserves canonical-pose return and focus retention.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,motion,Reset chart control activates.,Every activation; no persisted history replay.,"Return immediately to scale 1 and pan 0,0 while retaining focus on Reset chart.","Reset reaches the canonical pose; focus remains correct; repeated reset is idempotent; mode change, interruption, and unmount cannot leave an intermediate pose.",Development_Docs/Animation_System_Test_Plan.md;src/components/player/workspace/VoyageChart.test.tsx;tests/e2e/animation-system.spec.ts,Phase 3,Phase 3,partially_implemented,Exclusive chart-transform ownership; canonical final-state policy; responsive geometry; interruption cleanup.,yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;src/components/player/workspace/VoyageChart.tsx;src/styles/player.css,Phase 3 named contract and OA-specific validation.,,planned,,,,,,,Baseline coverage rationale: No matrix row independently preserved reset-chart return; current spring reset is implementation evidence only.
