Old path,Old title,Current audience,Current purpose,Problem,New path,Action,Canonical status,Record type,References updated,Validation status,Notes
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_Capability_Summary.md","Project_Deepwater_Phase_1_Capability_Summary","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_Capability_Summary.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_Feature_Catalog_Reconciliation.json","Project_Deepwater_Phase_1_Feature_Catalog_Reconciliation","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_Feature_Catalog_Reconciliation.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_to_Phase_2_Delta_Report.md","Project_Deepwater_Phase_1_to_Phase_2_Delta_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_1_to_Phase_2_Delta_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Active_Project_Coordination_Register.json","Project_Deepwater_Phase_2_Active_Project_Coordination_Register","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Active_Project_Coordination_Register.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Assignment_Summary.md","Project_Deepwater_Phase_2_Assignment_Summary","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Assignment_Summary.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Feature_Catalog_Reconciliation.json","Project_Deepwater_Phase_2_Feature_Catalog_Reconciliation","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Feature_Catalog_Reconciliation.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Root_Cause_Summary.md","Project_Deepwater_Phase_2_Root_Cause_Summary","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Root_Cause_Summary.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Trace_Queue.json","Project_Deepwater_Phase_2_Trace_Queue","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Trace_Queue.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Trace_Report.md","Project_Deepwater_Phase_2_Trace_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_Trace_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_to_Phase_3_Delta_Report.md","Project_Deepwater_Phase_2_to_Phase_3_Delta_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_2_to_Phase_3_Delta_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Final_Report.md","Project_Deepwater_Phase_3_Final_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Final_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Realization_Queue.json","Project_Deepwater_Phase_3_Realization_Queue","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Realization_Queue.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Remediation_Report.md","Project_Deepwater_Phase_3_Remediation_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Remediation_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Utilization_Report.md","Project_Deepwater_Phase_3_Utilization_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_Utilization_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_to_Phase_4_Delta_Report.md","Project_Deepwater_Phase_3_to_Phase_4_Delta_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_3_to_Phase_4_Delta_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Capability_Proof_Matrix.json","Project_Deepwater_Phase_4_Capability_Proof_Matrix","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Capability_Proof_Matrix.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Owner_Walkthrough_Packet.md","Project_Deepwater_Phase_4_Owner_Walkthrough_Packet","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Owner_Walkthrough_Packet.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Proof_Queue.json","Project_Deepwater_Phase_4_Proof_Queue","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Proof_Queue.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Proof_Report.md","Project_Deepwater_Phase_4_Proof_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Proof_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_State_Recovery_Matrix.json","Project_Deepwater_Phase_4_State_Recovery_Matrix","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_State_Recovery_Matrix.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Visual_Accessibility_Report.md","Project_Deepwater_Phase_4_Visual_Accessibility_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_4_Visual_Accessibility_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Delta_Report.json","Project_Deepwater_Phase_5_Delta_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Delta_Report.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Delta_Report.schema.json","Project_Deepwater_Phase_5_Delta_Report.schema","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Delta_Report.schema.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Drift_Baseline.json","Project_Deepwater_Phase_5_Drift_Baseline","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Drift_Baseline.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Drift_Baseline.schema.json","Project_Deepwater_Phase_5_Drift_Baseline.schema","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Drift_Baseline.schema.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Final_Acceptance_Matrix.json","Project_Deepwater_Phase_5_Final_Acceptance_Matrix","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Final_Acceptance_Matrix.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Governance_Queue.json","Project_Deepwater_Phase_5_Governance_Queue","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Governance_Queue.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Governance_Report.md","Project_Deepwater_Phase_5_Governance_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/reports/Project_Deepwater_Phase_5_Governance_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/traces/capability-traces.json","capability-traces","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/traces/capability-traces.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/traces/capability-traces.schema.json","capability-traces.schema","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/traces/capability-traces.schema.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/utilization/deepwater-capability-utilization.json","deepwater-capability-utilization","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/utilization/deepwater-capability-utilization.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Deepwater/utilization/deepwater-capability-utilization.schema.json","deepwater-capability-utilization.schema","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Deepwater/utilization/deepwater-capability-utilization.schema.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Artifact_2D_3D_Architecture.md","Community_Artifact_2D_3D_Architecture","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Artifact_2D_3D_Architecture.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Exchange_Package_Format.md","Community_Exchange_Package_Format","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Exchange_Package_Format.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Exchange_Test_Plan.md","Community_Exchange_Test_Plan","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Exchange_Test_Plan.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Exchange_Threat_Model.md","Community_Exchange_Threat_Model","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Exchange_Threat_Model.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Data_Model.md","Community_Harbor_Data_Model","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Data_Model.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Licensing_and_Attribution.md","Community_Harbor_Licensing_and_Attribution","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Licensing_and_Attribution.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Privacy_and_Spoiler_Model.md","Community_Harbor_Privacy_and_Spoiler_Model","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Privacy_and_Spoiler_Model.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Release_Manifest.md","Community_Harbor_Release_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Release_Manifest.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Storage_and_Job_Architecture.md","Community_Harbor_Storage_and_Job_Architecture","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Storage_and_Job_Architecture.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Harbor_Test_Plan.md","Community_Harbor_Test_Plan","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Harbor_Test_Plan.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Installation_and_Rollback_Architecture.md","Community_Installation_and_Rollback_Architecture","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Installation_and_Rollback_Architecture.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Publication_Workflow.md","Community_Publication_Workflow","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Publication_Workflow.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Release_Update_Model.md","Community_Release_Update_Model","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Release_Update_Model.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Community_Remix_Lineage_and_Licensing.md","Community_Remix_Lineage_and_Licensing","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Community_Remix_Lineage_and_Licensing.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Acceptance_Closure_Ledger.csv","Project_Harborlight_Phase_1_Acceptance_Closure_Ledger","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Acceptance_Closure_Ledger.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Acceptance_Closure_Report.md","Project_Harborlight_Phase_1_Acceptance_Closure_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Acceptance_Closure_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Design_Record.md","Project_Harborlight_Phase_1_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Gap_Analysis.md","Project_Harborlight_Phase_1_Gap_Analysis","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Gap_Analysis.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Integration_Manifest.md","Project_Harborlight_Phase_1_Integration_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_1_Integration_Manifest.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Completion_Report.md","Project_Harborlight_Phase_2_Completion_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Completion_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Convergence_Ledger.csv","Project_Harborlight_Phase_2_Convergence_Ledger","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Convergence_Ledger.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Cross_Project_Integration_Manifest.md","Project_Harborlight_Phase_2_Cross_Project_Integration_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Cross_Project_Integration_Manifest.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Design_Record.md","Project_Harborlight_Phase_2_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Implementation_Manifest.txt","Project_Harborlight_Phase_2_Implementation_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Implementation_Manifest.txt","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Integration_Manifest.md","Project_Harborlight_Phase_2_Integration_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Integration_Manifest.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Reconciliation_Record.md","Project_Harborlight_Phase_2_Reconciliation_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Reconciliation_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Validation_Record.md","Project_Harborlight_Phase_2_Validation_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_2_Validation_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_4_Sounding_Line_Handoff.json","Project_Harborlight_Phase_4_Sounding_Line_Handoff","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Harborlight/Project_Harborlight_Phase_4_Sounding_Line_Handoff.json","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Animation_Original_Audit_Reconciliation_Ledger.csv","Animation_Original_Audit_Reconciliation_Ledger","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Animation_Original_Audit_Reconciliation_Ledger.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Animation_System_Audit_Matrix.csv","Animation_System_Audit_Matrix","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Animation_System_Audit_Matrix.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Animation_System_Full_Audit.md","Animation_System_Full_Audit","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Animation_System_Full_Audit.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Animation_System_Implementation_Roadmap.md","Animation_System_Implementation_Roadmap","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Animation_System_Implementation_Roadmap.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Animation_System_Test_Plan.md","Animation_System_Test_Plan","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Animation_System_Test_Plan.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Canonical_Event_Matrix_Mapping.csv","Project_Lanternwake_Canonical_Event_Matrix_Mapping","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Canonical_Event_Matrix_Mapping.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Completion_Receipt.md","Project_Lanternwake_Completion_Receipt","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Completion_Receipt.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Accessibility_Report.md","Project_Lanternwake_Final_Accessibility_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Accessibility_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Animation_Completion_Ledger.csv","Project_Lanternwake_Final_Animation_Completion_Ledger","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Animation_Completion_Ledger.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Performance_Report.md","Project_Lanternwake_Final_Performance_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Performance_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Visual_Quality_Report.md","Project_Lanternwake_Final_Visual_Quality_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Final_Visual_Quality_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_1_Design_Record.md","Project_Lanternwake_Phase_1_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_1_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Design_Record.md","Project_Lanternwake_Phase_2_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Implementation_Report.md","Project_Lanternwake_Phase_2_Implementation_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Implementation_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Reconciliation_Shard_Manifest.csv","Project_Lanternwake_Phase_2_Reconciliation_Shard_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Reconciliation_Shard_Manifest.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Validation_Report.md","Project_Lanternwake_Phase_2_Validation_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_2_Validation_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Design_Record.md","Project_Lanternwake_Phase_3_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Implementation_Report.md","Project_Lanternwake_Phase_3_Implementation_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Implementation_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv","Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Validation_Report.md","Project_Lanternwake_Phase_3_Validation_Report","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Validation_Report.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Visual_Checkpoint_Index.md","Project_Lanternwake_Phase_3_Visual_Checkpoint_Index","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_3_Visual_Checkpoint_Index.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_4_Animation_Manifest.csv","Project_Lanternwake_Phase_4_Animation_Manifest","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_4_Animation_Manifest.csv","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
"Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_4_Design_Record.md","Project_Lanternwake_Phase_4_Design_Record","classified","Ledgerlight inventory","mixed or historical placement","Development_Docs/Programs/Lanternwake/Project_Lanternwake_Phase_4_Design_Record.md","rewrite-current","classified","engineering-record","yes","pending final validation","generated migration inventory"
