"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-1f3bde4fa6b8ff5166d2","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 fallback is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-aa653cdc23-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ccffbf2be934cbe54b6b","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 interrupted-scene is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-75470ae568-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-1d57fdba35e17afa65f3","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 journal-first-opening is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-d6e256d51c-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a5031247700541b9ac24","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 journal-reentry is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-6a8271ff84-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4164bc4d39c173a742a7","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 chapter-release is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-5f57a19ec8-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ac240a27b475f1cfd558","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 map-location is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-0d2dc37523-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-923d7ccc5c6ca965e17b","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 route-reveal is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-59d5824e74-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-15cfcc6bd6036d8eb5c8","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 artifact-award is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-project-lanternwake-phase-3-accessibility-and-six-required-viewp-567b2aaf39-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e4e8d2df64a6110c4786","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 quest-discovery is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-b11bc3e4e0-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-891f04f03e3328d2bafc","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 log-entry is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-096a665e10-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-6fb24de36d72f095267f","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 finale-tease is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-932879b7e7-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d4614e87c614fec3db80","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 pause is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-157d3756f4-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-aea0d3c818d2e78efd5a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 replay is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-29c9608d6f-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-3a2112ff6b3485ba9f9a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 fallback is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-62b80b80cd-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-128ab0d330c836c515f0","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 interrupted-scene is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-3759fe1693-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-018e0119cd4a27cc2b1c","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 journal-first-opening is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-463ce8934e-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-caa9e8c7d02dd525d4ea","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 journal-reentry is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-a977f27d34-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-078d0b7445057a1aa23d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 chapter-release is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-74115f43af-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-32351e36ae1c9dbefb6b","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 map-location is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-ec42876631-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0201625da13da6e5029e","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 route-reveal is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-ffbea1c4c0-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-82b50813d9efd7180f45","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 artifact-award is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-project-lanternwake-phase-3-accessibility-and-six-required-viewp-791670ebbb-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-39ed7820791e8ed66f8d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 quest-discovery is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-02428996fb-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-3da8c188a76c9dba3b44","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 log-entry is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-f01f6d9b30-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0ec94f963a200680d30e","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 finale-tease is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-c462f0fb37-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4b5ef204f3fe8f498c8d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 pause is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-bab186ee57-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4336bd14ddbd5e097910","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 replay is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-1fd65bcd10-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-bbe74233cd2e54227231","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 fallback is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-1e39c6ccde-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-1693db84c5703ce081cf","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 interrupted-scene is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-19978800c5-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-fc733afd4352291ec56f","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 journal-first-opening is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-d5090d1895-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7812748726cf7c464825","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 journal-reentry is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-0141874eea-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d7bdec439d449191314d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 chapter-release is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-d9cdf3d298-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-0e908a7f7cdbc512f6a5","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 map-location is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-8c0873c144-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-88d494dd995581f48567","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 route-reveal is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-ef3dcfca1e-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e39873e25ebd2838731b","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 artifact-award is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-artifacts-project-lanternwake-phase-3-accessibility-and-six-required-viewp-4746a682b5-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-657c158b995dbf3fdeb6","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 844x390 quest-discovery is readable, reachable, and sound-independent","chromium","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-accessibility-project-lanternwake-phase-3-accessibility-and-six-required-viewp-136a1b91b6-v1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
